paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
6,34,"Trong phòng nổi lên một dịp tiếng điếu cày, giòn giã và đều nhất là hơi rít cuối cùng nghe thật vui tai, tiếp theo có tiếng dép lẹp kẹp, rồi bà chủ trong buồng bước ra ngoài.","A pale woman sat in the shadows holding a bamboo water pipe (dieu cay), releasing thick white smoke. Then she walked out, wearing old wooden sandals, moving with stiff steps.","Traditional Vietnamese painting style, a pale woman in the shadows smoking a bamboo water pipe, thick white smoke swirling, she steps out with stiff legs and wooden sandals, haunting and detailed, masterpiece quality.",Pale woman,Stepping out,From the room
7,34,"Bà đến gần người lái buôn thứ nhất, luồn hai tay sống dưới nhấc bổng y lên như nhấc một thanh gỗ thường.","The pale-faced wife bent down near the first sleeping merchant. She lifted him up with rigid, straight arms, holding his body horizontally as if he were a light wooden log.","Traditional Vietnamese painting style, the pale woman lifting a sleeping man with stiff, outstretched arms, the man's body held horizontally like a log, dark and chilling scene, 8k resolution.",Pale woman,Lifting,The first merchant
8,34,"Đoạn người đàn bà ghé miệng vào mũi ông khách hít một hơi dài, hít xong đặt khách xuống một cách nhẹ nhàng rồi trở vào trong không nói năng gì.","She pressed her face very close to the merchant's nose, inhaling deeply with her mouth open. She put him down gently on the mat and walked back into the shadows.","Traditional Vietnamese painting style, close-up of a pale woman inhaling near a man's nose, mouth open, eerie expression, the man lying motionless on the mat, dark shadows, professional artwork.",Pale woman,Inhaling,The merchant's breath
9,34,"Bên trong ngọn đèn lóe lên, lụi xuống, lại có tiếng điếu cày sòng sọc; độ năm phút sau, người đàn bà trở ra lần nữa, đi đến chỗ người khách thứ hai, nâng đầu y dậy, ghé miệng hít vào mũi y như lần trước, rồi lại đứng lên quay trở vào buồng.","The lamp in the back room flared bright again. The woman returned, lifting the second merchant with stiff arms and inhaling near his nose, repeating the ritual.","Traditional Vietnamese painting style, the flickering light of the back room, the woman repeating her stiff movements to lift the second merchant, a cycle of horror, meticulous detail, masterpiece quality.",Pale woman,Repeating,The inhaling ritual
10,34,"Người thứ bảy hết sức ngạc nhiên, nhưng cứ để vậy xem sao vì chưa hiểu chuyện gì, và lần lượt bà chủ cứ ra vào, mỗi lượt đèn lóe lên lụi xuống, tiếng điếu cày lại nổi dậy cực giòn, và dần dà bà chủ đã hít đến người thứ sáu.","The seventh merchant watched in silence, his eyes wide. The woman repeated her actions with the other merchants one by one, while the lamp flickered in the background.","Traditional Vietnamese painting style, the seventh merchant peeking from under his blanket, watching the woman move between his friends, flickering lamp light, sense of growing dread, 8k resolution.",The seventh merchant,Watching,The pale woman
11,34,"Người thứ bảy vẫn nằm im không dám cựa, nhưng khi bà chủ vừa quay đi khỏi, anh chàng khẽ sờ vào mình bạn thì thấy đã giá lạnh và chết cứng.","The seventh merchant touched his neighbor's arm; the skin was ice-cold and blue. He sat up, his face pale, sweat dripping from his forehead, looking at the stiff bodies.","Traditional Vietnamese painting style, the seventh merchant touching a friend's arm, the skin showing a cold blue tint, his face filled with terror and sweat, dark interior setting, professional artwork.",The seventh merchant,Touching,The dead friend
12,34,"Anh ta hết vía, vùng ngồi dậy, bà chủ thấy động quay trở lại, thế là anh ta ba chân bốn cẳng, nhảy ba bậc một xuống cả thang gác cắm cổ chạy ra đường. Bà chủ đuổi theo, tiếng dép lẹp kẹp nghe rất nhịp nhàng. Lúc ấy trời đã rạng đông, bác lái buôn ngoái cổ lại thấy đang bị đuổi, càng chạy miết.","He scrambled up and ran down the wooden stairs into the darkness. The wife chased him with stiff, unnatural movements, her arms reaching forward. At dawn, he ran fast on the dirt road, glancing back.","Traditional Vietnamese painting style, a man running down stilt house stairs in panic, a stiff woman chasing him with arms reaching out, blue dawn light on a dirt road, dynamic motion, masterpiece quality.",The merchant,Running away,From the pale woman
13,34,"Lạ quá! Bác chạy nhanh thì người đàn bà đuổi nhanh, bác chạy chậm thì người đàn bà đuổi chậm; bác đã chạy được ba bốn cây số vừa phần mệt vừa phần sợ hãi hai chân cuống lên mà người đàn bà gần nắm được bác, bác hoảng quá, nom thấy bên đường có cây gạo bèn chạy quanh đấy.","He ran desperately. Seeing a massive Kapok tree with rough, thorny bark, he ran to dodge behind its large trunk, while the woman was closing in.","Traditional Vietnamese painting style, a man running toward a giant Kapok tree with thorns on its bark, the pale woman close behind him, misty morning landscape, 8k resolution, professional artwork.",The merchant,Dodging,Behind the Kapok tree
14,34,"Thì chợt nghe đằng sau có tiếng ""phập"" thật lớn và thân cây rung chuyển, bác ta cũng vấp phải một cái rễ lồi, ngã vật xuống, chết ngất đi.",The wife lunged forward. Her right arm pierced deep into the hard wood of the Kapok tree trunk up to her elbow. The merchant tripped over a tree root and fell unconscious.,"Traditional Vietnamese painting style, the woman's arm driven deep into a tree trunk, a 'thud' sound effect illustrated, the man falling over a tree root nearby, dramatic and shocking, masterpiece quality.",The pale woman,Piercing,The tree trunk
15,34,"Mãi đến lúc mặt trời lên đã được ba bốn sào, kẻ đi đường mới xúm lại. Một cảnh rùng rợn lạ thường, ở gốc cây có một người đàn ông nằm sõng sượt, còn bên cạnh có xác người đàn bà đứng sang một bên, cánh tay phải xỉa ngập vào thân cây đến tận khuỷu.","Under the high noon sun, villagers gathered. They stared at the wife's pale, stiff body standing upright, dead, her arm still stuck firmly inside the wood of the Kapok tree, next to the unconscious merchant.","Traditional Vietnamese painting style, bright midday sun, villagers surrounding a giant Kapok tree, a stiff dead woman with her arm stuck in the wood, a man lying on the ground, a scene of macabre mystery, 8k resolution.",Villagers,Staring at,The dead woman and tree
,,,,,,,
1,35,"Ngày xưa, có một người đàn ông tính rất vũ phu. Đối với vợ con, hơi động một tí là hắn đánh đập không tiếc tay. Hắn ham chơi gà chọi, ham đến nỗi trên đời ngoài chọi gà ra, hắn cho không còn thú gì tiêu khiển hơn thế được.","Once upon a time, a rough-looking man stood in front of a thatched house. He held a muscular fighting rooster with red skin and long legs, his eyes fixed only on the bird.","Traditional Vietnamese painting style, a rough-looking man with a stern face standing in front of a thatched house, holding a muscular fighting rooster with red skin and long legs, obsession in his eyes, 8k resolution.",The man,Holding,A fighting rooster
2,35,"Lần đó hắn mua được một con gà thật tốt. Con gà ấy có nước đá rất hay, đã từng đoạt được nhiều giải. Hắn quý gà vô cùng, chăm sóc từng ly từng tí một.","The man sat in the yard, wiping the rooster's feathers with a clean cloth. The rooster stood tall with flared neck feathers and sharp spurs, looking strong.","Traditional Vietnamese painting style, a man sitting in a courtyard carefully wiping the feathers of a majestic fighting rooster with a white cloth, focus and care on his face, rural setting, professional artwork.",The man,Wiping,The rooster's feathers
3,35,"Một hôm hắn đi chơi xa, dặn vợ ở nhà trông nom con gà cho mình. Hắn dọa: - Mạng của nó tức là mạng của cô đó!","The man dressed in outdoor clothes. He pointed a finger at his pregnant wife, his face stern, eyes wide, shouting an order before walking away.","Traditional Vietnamese painting style, the husband in traveling clothes pointing an accusatory finger at his pregnant wife, shouting a warning, the wife looking fearful, dramatic tension, masterpiece quality.",The husband,Threatening,His wife
4,35,Ngày hôm ấy gà mấy lần chạy ra ăn đỗ phơi ở sân. Người vợ ngồi chặt củi ở gần đấy đuổi mãi không được.,"In the sunny courtyard, beans were drying on bamboo trays. The rooster pecked at the beans. The wife sat nearby, chopping wood with a heavy knife, waving her hand to shoo it away.","Traditional Vietnamese painting style, a sunny courtyard with beans drying on bamboo trays, a rooster pecking at the food, the wife sitting on a low stool chopping wood and waving her hand, 8k resolution.",The wife,Shooing away,The rooster
5,35,"Một lần, sẵn con dao chặt củi, người đàn bà cầm ném đuổi con gà. Không ngờ dao trúng vào cổ, con gà giãy lên đành đạch, một lát thì chết.","The wife threw the knife. The blade struck the rooster's neck. The bird flapped its wings violently on the ground, blood spilling onto the dirt, then lay still.","Traditional Vietnamese painting style, the moment a knife hits the rooster's neck, feathers and blood in the air, the bird struggling on the ground, the wife looking horrified, professional artwork.",The knife,Striking,The rooster's neck
6,35,"Thấy con gà cưng của chồng chẳng may vì mình mà chết, người vợ sợ xanh cả mặt. Nghĩ đến những trận đòn của chồng, nàng gạt nước mắt khóc.","The wife stood frozen, looking at the dead bird. Her face was pale and white, tears running down her cheeks, both hands covering her mouth.","Traditional Vietnamese painting style, a pale woman standing frozen with fear, hands covering her mouth, looking at the dead rooster on the ground, tears in her eyes, emotional scene, masterpiece quality.",The wife,Crying,In fear
7,35,"Nàng bảo mẹ chồng: - Con không may đánh chết con gà. Chồng con về chắc sẽ không để yên cho con. Nhưng con đã có mang được bốn tháng nay, biết làm sao bây giờ?","Inside the house, the pregnant wife held her stomach, crying. An old woman with white hair and wrinkled skin sat opposite, looking at her.","Traditional Vietnamese painting style, inside a wooden house, a pregnant woman holding her belly and crying to her old mother-in-law, the old woman listening with a concerned face, 8k resolution.",The wife,Confiding,In her mother-in-law
8,35,"Bà cụ đáp: - Con đừng lo, để mẹ nhận là mẹ ném cho. Chả lẽ nó lại ăn thịt mẹ nó hay sao?","The old mother reached out and held the wife's trembling hands tight. She looked into the wife's eyes with a gentle, steady expression.","Traditional Vietnamese painting style, an old mother with wrinkled hands holding the hands of the younger woman, a protective and determined look on her face, warm interior lighting, professional artwork.",The mother,Comforting,The wife
9,35,"Người chồng trở về, vừa bước chân vào nhà đã hỏi vợ: - Con gà đâu? Vợ run rẩy chưa kịp đáp thì người mẹ đã bảo: - Tao nhỡ tay trót ném chết nó. Rồi tao sẽ đền tiền cho mày mua con khác.","The husband returned, standing at the door. The old mother stood firmly in front of him, speaking. The wife trembled in the corner, looking down at the floor.","Traditional Vietnamese painting style, the husband standing at the doorway with an angry face, the old mother standing tall to admit the fault, the wife trembling in the shadows, masterpiece quality.",The mother,Admitting,The mistake
10,35,"Hắn ta nổi giận đùng đùng, hất hàm bảo vợ: - Thổi cơm mau mau cho bà ấy ăn no đi!","The husband's face flushed red with rage. He shouted loudly, pointing a finger towards the kitchen, while the mother stood silent.","Traditional Vietnamese painting style, a man with a face red with rage, shouting and pointing toward the kitchen area, a cold and terrifying atmosphere, 8k resolution.",The husband,Ordering,The wife to cook
11,35,"Cả nhà tưởng hắn dọa dẫm bà cụ. Nhưng cơm nước xong, hắn cầm thuổng đi trước, bảo vợ lấy dây trói tay mẹ lại, dắt đi sau.","The husband walked out holding a heavy iron shovel. Behind him, the crying wife led the old mother, whose hands were tied with a rope.","Traditional Vietnamese painting style, a man carrying an iron shovel walking ahead, followed by a crying woman leading an old woman with tied hands, dark and tragic mood, professional artwork.",The husband,Leading,The mother to the field
12,35,"Ra đến cánh đồng, hắn hì hục đào một cái huyệt, quyết định chôn người đã làm chết con gà quý của mình.","In a wide rice paddy field under a dark, cloudy sky, the husband dug a deep rectangular hole in the mud. The old mother sat bound on the grass nearby.","Traditional Vietnamese painting style, a man digging a rectangular hole in a muddy field, dark storm clouds above, the bound old mother sitting on the grass looking resigned, masterpiece quality.",The husband,Digging,A grave
13,35,"Nhưng ở trên thiên đình Ngọc Hoàng đã thấy được tội ác của thằng con bất hiếu, bèn sai thần Sét xuống trị tội ngay.","High in the sky, dark storm clouds swirled. A muscular deity holding a golden axe (Thunder God) looked down from the clouds.","Traditional Vietnamese painting style, high in the swirling dark clouds, the muscular Thunder God (Than Set) holding a golden axe, eyes glowing with divine anger, 8k resolution.",Thunder God,Watching,From the sky
14,35,"Vì thế, huyệt đào vừa xong bỗng đâu trời nỗi một cơn gió lớn, giữa đồng có một tiếng nổ rất to. Thần Sét đã nhảy xuống từ khi nào, đánh hắn ngã xuống một bên huyệt và thích mấy chữ vào mặt.","A blinding white lightning bolt struck the ground. The Thunder God descended, striking the husband with the axe. The husband fell next to the hole.","Traditional Vietnamese painting style, a blinding white lightning bolt striking the earth, the Thunder God descending with a golden axe, the man falling down by the hole, dynamic and powerful scene, professional artwork.",Thunder God,Striking,The unfilial son
15,35,"Thiên hạ nghe tin đổ xô đến xem rất đông. Khi quan về khám, sai lấy giấm bôi vào mặt, thấy nổi lên tám chữ: 'Quý gà chôn mẹ, tội ác không tha'. Ngày nay ở vùng Bắc Ninh còn có cái bia ghi câu chuyện trên.","Under the daylight, villagers gathered around the field. The husband lay dead, his face scorched black. Eight distinct characters appeared clearly on his skin like a burn mark.","Traditional Vietnamese painting style, villagers gathered around the man's body in a field, eight black characters visible on his scorched face, an atmosphere of divine justice, masterpiece quality.",Villagers,Viewing,The marked face
,,,,,,,
1,36,Họ Trương có hai anh em trai. Người anh cả thì giàu có. Đứa em thì nghèo nàn.,"Once upon a time, two brothers lived in a village. The elder brother wore fine silk robes, standing in front of a large house with a red tiled roof. The younger brother wore patched brown clothes, standing near a small, dilapidated thatched hut.","Traditional Vietnamese painting style, split scene showing contrast: a rich man in silk robes by a tiled house vs a poor man in brown rags by a thatched hut, rural village setting, 8k resolution.",Two brothers,Standing,In their homes
2,36,"Năm đó, trời đại hạn, ai nấy đói kém. Người em thứ nóng ruột, muốn lại nhà anh cả để vay mượn lúa thóc, nhưng e ngại vì người chị dâu rất hà tiện.","Under the hot sun, the rice fields were yellow and dead, the earth cracked. The younger brother stopped at the gate of the rich house, his hand holding the wooden fence tightly, looking inside.","Traditional Vietnamese painting style, a man standing hesitantly at a large wooden gate, background showing cracked dry earth and withered rice fields, hot yellow sun, professional artwork.",Younger brother,Hesitating,At the gate
3,36,"Sau rốt, người em thứ nói với con: - Con lại nhà bác Hai coi bác có giúp được con cái gì không?",The younger brother handed an empty bamboo basket to his thin son. He pointed his hand towards the rich brother's house.,"Traditional Vietnamese painting style, a poor father handing an empty bamboo basket to his thin son, pointing towards a large house in the distance, emotional and rustic scene, masterpiece quality.",Younger brother,Sending,His son
4,36,"Đứa con trở về, mặt mày buồn xo thuật lại: Bác Hai trai thì muốn cho, ngặt bác Hai gái cản lại. Bác nói: Mạnh ai nấy lo...","The son returned, walking slowly on the dirt road with his head down. He held the bamboo basket upside down to show it was completely empty.","Traditional Vietnamese painting style, a sad boy walking on a dirt road, holding an upside-down empty basket, showing disappointment, village background, 8k resolution.",The son,Showing,The empty basket
5,36,"Tháng sau bọn cướp đến vây nhà người anh cả, tra tấn hai vợ chồng để hỏi của.","One night, a group of bandits holding flaming torches and knives surrounded the rich brother's house. Inside, they tied the rich couple to a wooden pillar.","Traditional Vietnamese painting style, night scene, bandits with flaming torches surrounding a large house, inside view of a rich couple tied to a wooden pillar, dramatic lighting, professional artwork.",Bandits,Attacking,The rich house
6,36,"Người em thứ muốn đi cứu anh nhưng vợ cản lại: - Mạnh ai nấy lo. Hôm trước mình đói, vợ chồng ảnh đâu giúp mình!","From the small hut, the younger brother grabbed a bamboo stick to run out. His wife grabbed his arm with both hands, pulling him back to stop him.","Traditional Vietnamese painting style, inside a hut, a man holding a stick trying to run out, his wife holding him back with a worried expression, tense atmosphere, masterpiece quality.",The wife,Stopping,The younger brother
7,36,"Mặc dầu vậy, người em thứ cũng tới cứu được anh chị. Bọn cướp chạy tán loạn.","The younger brother broke free, running into the rich house's yard, swinging the stick. The bandits dropped their torches and ran away into the darkness.","Traditional Vietnamese painting style, a brave man swinging a bamboo stick in a courtyard, bandits dropping torches and fleeing into the dark night, dynamic action, 8k resolution.",Younger brother,Chasing away,The bandits
8,36,Người anh cả nói với vợ: - Chú có lòng đến cứu. Mình phải giúp lúa gạo. Người vợ đáp: - Chú giúp mình giải vây bọn cướp nhưng chú tới trễ quá. Mình vẫn bị tụi nó tra khảo như thường. Ơn nghĩa gì?,"The rich brother looked at his younger brother with open hands. However, the rich wife crossed her arms tightly over her chest, turning her back to the younger brother.","Traditional Vietnamese painting style, a rich man offering help, his wife standing with crossed arms and turning her back to the poor brother, expression of ingratitude, professional artwork.",Rich wife,Refusing,To show gratitude
9,36,"Vài tháng sau, nạn đói lại xảy ra. Người em thứ bèn sai đứa con mình đến vay mượn. Vợ chồng người anh cả chỉ bố thí cho vài nắm gạo.","Months later, the fields were still dry. The rich sister-in-law dropped a tiny handful of rice into the nephew's large basket. The rice barely covered the bottom of the basket.","Traditional Vietnamese painting style, a rich woman dropping a tiny amount of rice into a large bamboo basket held by a boy, contrasting wealth and stinginess, masterpiece quality.",Rich wife,Giving,A tiny bit of rice
10,36,"Buồn lòng, vợ chồng người em thứ bèn nói với anh cả: Tôi nghèo quá. Anh có thương thì mua cái nhà của tôi giùm cho tụi tui sống đỡ.","The younger brother and his wife stood before the rich couple. The younger brother pointed back at his small hut, holding out empty palms to offer the house.","Traditional Vietnamese painting style, a poor couple standing humbly before a rich couple, pointing to a dilapidated hut in the background, offering to sell it, 8k resolution.",Younger brother,Offering,To sell his house
11,36,"Người chị dâu mừng rỡ: - Để tôi mua giùm cho. Nhà của chú là đồ bỏ! Nhưng tôi mua để từ rày về sau chú không còn bén mảng xứ này, mà nhờ cậy tôi nữa.","The rich sister-in-law smiled wide, handing over a small bag of coins. She pointed her finger sharply towards the village gate, signaling them to go far away and never return.","Traditional Vietnamese painting style, a rich woman handing a small coin bag with a smirk, pointing a finger toward the village gate to banish the relatives, professional artwork.",Rich wife,Banishing,The poor family
12,36,Vợ chồng người em thứ bỏ xứ ra đi. Ở quê nhà năm đó bọn cướp tới vây bắt tra khảo người anh cả đến chết.,"The poor family walked away on a dusty road carrying heavy cloth bundles. Back at the big house, the rich brother lay dead on the floor with wounds.","Traditional Vietnamese painting style, a poor family walking away on a dusty road with heavy bundles, sad and determined, in the distance a house under attack, masterpiece quality.",Poor family,Leaving,The village
13,36,"Hay tin ấy, người em thứ trở về, nuôi đứa con của anh cả mình như con ruột.","The younger brother returned to the village. He sat in his old house, feeding the rich brother's young son with a bowl of white rice, wiping dirt from the boy's face with a cloth.","Traditional Vietnamese painting style, a man feeding a young boy with a bowl of rice in a humble setting, wiping the boy's face, expression of care and love, 8k resolution.",Younger brother,Caring for,The nephew
14,36,"Hồn người anh cả hiện về, báo mộng: - Chú có lòng tốt. Từ rày về sau, ta phù hộ chú được giàu sang. Ta nào có lòng xấu. Trăm sự là do người chị dâu nọ nên mới đoạn tình cốt nhục như vầy!","At night, while the younger brother slept, a translucent white figure of the rich brother appeared by the bed. The ghost stood calmly, placing a glowing hand over the sleeping brother.","Traditional Vietnamese painting style, a translucent ghost of a man standing by a bed where another man sleeps, a glowing hand of blessing, spiritual and peaceful atmosphere, masterpiece quality.",Ghost of brother,Blessing,The younger brother
,,,,,,,
1,37,"Ngày xưa, ở Cửa Sót thuộc Hà Tĩnh có một người làng chài, có sức khỏe hơn người. Ông ta làm việc gấp đôi gấp ba người thường, sức ăn mỗi bữa có thể hết một nồi mười cơm. Nghề vật thì rất giỏi, những tay đô vật trong vùng đều hàng phục. Ông ta vẫn lấy thế làm kiêu hãnh.","Once upon a time, in a coastal village at Cua Sot. A muscular fisherman with broad shoulders and strong arms stood on the beach, wearing a loincloth. He flexed his large biceps, looking proud.","Traditional Vietnamese painting style, a muscular fisherman standing on a sandy beach, flexing strong arms, wearing a loincloth, ocean waves in background, proud expression, 8k resolution.",The fisherman,Flexing,His muscles
2,37,"Nghe tiếng đồn về một người Kẻ Ngật, tên là ông Ồ có sức khỏe đặc biệt, nên ông có ý muốn tìm đến đọ tài một phen. Nghĩ vậy, một hôm ông quảy hai chum kiệu nước mắm tìm đường đến Kẻ Ngật, để nhân bán nước mắm dò hỏi cho ra ông Ồ, xem thử mặt mũi thế nào.","The fisherman walked on a dirt country road. He carried a heavy bamboo pole across his shoulder with two large, heavy ceramic jars of fish sauce hanging from the ends.","Traditional Vietnamese painting style, a strong man carrying a bamboo pole with two heavy ceramic jars on his shoulders, walking on a rural dirt road, determination on his face, professional artwork.",The fisherman,Carrying,Two jars
3,37,"Ông đến Kẻ Ngật thì trời vừa trưa. Thấy có một ông già đang cày ruộng bên đường, ông bèn dừng lại hỏi thăm: - Cụ làm ơn chỉ giúp đường vào nhà ông Ồ.","Under the high noon sun, the fisherman stopped by a muddy rice paddy. An old peasant man with white hair was plowing the field with a black water buffalo. The fisherman shouted from the road.","Traditional Vietnamese painting style, high noon sunlight, an old peasant plowing a rice field with a buffalo, a traveler standing on the bank asking for directions, rural landscape, masterpiece quality.",The fisherman,Asking,The old peasant
4,37,"Ông già đáp: - Chính tôi là ông Ồ đây! Ông muốn hỏi việc gì? Khách chưa biết ông Ồ là người thế nào nên không muốn nói vội mục đích của mình là thi tài, chỉ đáp: - Tôi nghe tiếng nên đến muốn làm quen.","The fisherman spoke to the old peasant. The old man pointed at his own chest, then pointed at the wooden plow. The fisherman bowed slightly, hiding his intention.","Traditional Vietnamese painting style, an old man standing in a muddy field pointing at his chest, the fisherman bowing politely on the dry bank, interaction between two strong men, 8k resolution.",Old man,Introducing,Himself
5,37,"- Ông chịu khó chờ một tí, - ông già đáp - chỉ còn vài đường cày nữa là xong, tôi sẽ đưa ông về nhà chơi. Nói rồi ông già giục trâu cày nhanh. Người làng chài đặt gánh bên vệ đường chờ.","The old man turned back to his work, shouting at the buffalo. The fisherman put his heavy jars down on the grass roadside, standing and watching.","Traditional Vietnamese painting style, the fisherman resting his heavy jars on the roadside grass, watching the old man plow the field, peaceful countryside atmosphere, professional artwork.",The fisherman,Waiting,By the road
6,37,"Bỗng nghe ""rắc"" một tiếng, nhìn lại thì ra cái náp cày bị gãy người làng chài nghĩ bụng: ""Thôi gãy náp rồi, thế nào ông này cũng phải về thôi"".",The wooden pin of the plow snapped in half with a loud crack. The plow beam disconnected from the yoke.,"Traditional Vietnamese painting style, close-up of a broken wooden plow part (nap cay), the fisherman looking surprised, details of the old wooden farming tool, masterpiece quality.",Wooden pin,Breaking,With a snap
7,37,"Nhưng ông ta lấy làm ngạc nhiên khi thấy ông Ồ thò ngón tay trỏ của mình vào chỗ vẫn xỏ cái náp để thế cho cái náp, rồi giục trâu đi, coi như không có việc gì xảy ra.","The old man calmly inserted his index finger into the hole of the heavy wooden plow beam to replace the broken pin. He continued plowing, using his finger as the link between the yoke and the plow.","Traditional Vietnamese painting style, an old man inserting his index finger into a wooden plow beam to replace a broken pin, the buffalo pulling hard, unbelievable strength, 8k resolution.",Mr. O,Using his finger,As a plow pin
8,37,Người làng chài chột dạ nghĩ bụng: - Trời ơi! Ông này phải là xương đồng da sắt thì mới dám dùng ngón tay thay cho cái náp.,"The fisherman stood on the bank, his eyes wide open, mouth slightly open, staring intensely at the old man's finger inside the wood.","Traditional Vietnamese painting style, the fisherman's face showing extreme shock and disbelief, staring at the old man's finger in the plow, expressive and dramatic, professional artwork.",The fisherman,Staring,In shock
9,37,"Sau khi cày xong, người làng chài thấy ông Ồ thôi cày, tháo ách cho trâu nghỉ, rồi rửa cày đưa lên bờ ruộng. Bỗng lại thấy ông Ồ xuống ruộng dùng hai cánh tay nhấc bổng trâu lên khỏa chân trâu mấy cái ở vùng nước cho sạch bùn rồi bỏ lên bờ.","The old man unyoked the buffalo. He grabbed the buffalo's belly and lifted the huge, heavy animal into the air with two hands to wash its muddy legs in the paddy water.","Traditional Vietnamese painting style, an old man lifting a massive water buffalo high in the air with bare hands, washing its legs in the water, splashing effects, masterpiece quality.",Mr. O,Lifting,The buffalo
10,37,"Ông kia thấy vậy từ chột dạ đến kinh ngạc, nhưng vẫn nghĩ bụng: - Nhấc bổng trâu như vậy chưa chắc đã là khỏe. Nghĩ vậy, không hỏi gì thêm, ông ta chỉ lẳng lặng quảy hai chum kiệu theo ông già về xóm.","The fisherman wiped sweat from his forehead, naring his eyes skeptically. He picked up his bamboo pole and followed the old man.","Traditional Vietnamese painting style, the fisherman carrying his jars and following the old man and buffalo along a village path, looking skeptical but wary, 8k resolution.",The fisherman,Following,Mr. O
11,37,"Ông Ồ đưa khách về đến nhà rồi nói: - Chẳng mấy khi ông quá bộ tới chơi, mời ông ở lại ăn cơm với chúng tôi. Đoạn, ông lấy chiếc bung ra bắc lên bếp, đổ gạo vào rồi đi nhóm lửa.","Inside a thatched house, the old man invited the fisherman to sit on a bamboo mat. The old man placed a large iron pot on a wood stove.","Traditional Vietnamese painting style, interior of a rustic house, Mr. O lifting a large iron pot onto a wood stove, the guest sitting on a bamboo mat, warm firelight, professional artwork.",Mr. O,Cooking,Rice
12,37,"Một đứa cháu của ông đang ngủ bỗng thức dậy khóc ré lên, ông phải chạy lại ẵm cháu rồi bảo khách: - Trong nhà hết mất củi, ngoài góc vườn đàng đông có một gốc tre khô, nay tôi bận thằng cháu, phiền ông ra lôi nó vào đây ta đun.",A baby woke up crying in a hammock. The old man picked up the baby with his left arm. He pointed towards the garden with his right hand.,"Traditional Vietnamese painting style, Mr. O holding a crying baby in one arm, pointing towards the garden with the other, the fisherman looking attentive, detailed interior, masterpiece quality.",Mr. O,Holding,The baby
13,37,Khách đi ra được một lát lại trở vào mượn cái thuổng để xắn gốc tre. Ông Ồ nói: - Thằng con tôi nó mang đi làm chưa về. Cái gốc tre khô ấy cũng dễ nhổ thôi!,"The fisherman went out to the garden, pulling a dry bamboo tree with both hands but failing to move it. He came back inside, asking for a tool.","Traditional Vietnamese painting style, the fisherman sweating and straining to pull a bamboo tree in the garden, veins popping, the tree not moving, 8k resolution.",The fisherman,Failing to pull,The bamboo
14,37,"Nói đoạn ông chạy ra vườn, một tay vẫn bế cháu, một tay lay gốc tre khô, chỉ vài lần là đã bật gốc. Đến đây khách từ kinh ngạc đến thán phục, nhưng vẫn không nói gì.","In the garden, holding the baby in his left arm, the old man grabbed the dry bamboo tree with his right hand. He pulled the entire tree, roots and all, out of the ground effortlessly. The fisherman stared, speechless.","Traditional Vietnamese painting style, Mr. O holding a baby in one arm and uprooting a whole bamboo clump with the other hand, roots flying out, the fisherman watching in awe, masterpiece quality.",Mr. O,Uprooting,The bamboo tree
15,37,"Cơm vừa chín, ông Ồ đặt mâm, dọn cà mắm và mời khách ăn thật tình cho. Người làng chài cố nuốt lắm mới hết một phần ba bung, Nhưng ông ta lấy làm kinh ngạc khi thấy chủ nhà cứ ngồi tì tì chén hết số cơm còn lại trong bung mà coi bộ vẫn còn thòm thèm..","They sat on the mat. The fisherman held a bowl, looking full and tired. The old man ate rapidly, finishing a massive mound of rice from the pot.","Traditional Vietnamese painting style, a dining scene on a mat, the fisherman looking stuffed, Mr. O eating voraciously from a huge rice pot, contrast in appetite, professional artwork.",Mr. O,Eating,A huge amount of rice
16,37,"Ăn xong, chủ khách ngồi uống nước. Ông Ồ mới hỏi khách: - Chẳng hay ông muốn gặp tôi có việc gì?","After the meal, they drank tea. The old man looked directly at the fisherman, waiting for an answer.","Traditional Vietnamese painting style, two men drinking tea, Mr. O looking inquiringly at the guest, the fisherman looking humble and nervous, 8k resolution.",Mr. O,Asking,The guest's purpose
17,37,"Người làng chài không còn dám nói ý định của mình trước đây nữa, chỉ múc ra một vò nước mắm và nói: - Tôi nghe tiếng ông khỏe nên mang đến tặng một vò nước mắm làm quen.","The fisherman bowed respectfully, placing one large jar of fish sauce on the floor in front of the old man. He kept his head low.","Traditional Vietnamese painting style, the fisherman respectfully offering a large ceramic jar of fish sauce to the old man, bowing slightly, sign of respect, masterpiece quality.",The fisherman,Offering,Fish sauce
18,37,Rồi đó người làng chài quảy hai chum kiệu đi thẳng.,The fisherman picked up his bamboo pole with only one jar left. He walked away quickly down the village road without looking back.,"Traditional Vietnamese painting style, the fisherman walking away briskly on a village path, carrying only one jar, looking relieved, rural background, professional artwork.",The fisherman,Leaving,The village
,,,,,,,
